,ad_id,ad_type,advertiser_id,advertiser_name,public_ids_list,date_range_start,date_range_end,num_of_days,impressions,spend_usd,first_served_timestamp,last_served_timestamp,age_targeting,gender_targeting,spend_range_min_usd,spend_range_max_usd,ad_url
1387,CR350744690296881152,Video,AR271344076572327936,INDEPENDENCE USA PAC,FEC ID C00532705,2020-10-07,2020-10-16,10,≤ 10k,≤ 100,2020-10-07 18:15:00+00:00,2020-10-17 01:45:00+00:00,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",0,100.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR271344076572327936/creative/CR350744690296881152
1388,CR490145172512833536,Video,AR271344076572327936,INDEPENDENCE USA PAC,FEC ID C00532705,2020-10-07,2020-10-24,18,≤ 10k,≤ 100,2020-10-07 18:15:00+00:00,2020-10-25 02:15:00+00:00,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",0,100.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR271344076572327936/creative/CR490145172512833536
1389,CR378962556712124416,Video,AR271344076572327936,INDEPENDENCE USA PAC,FEC ID C00532705,2020-10-07,2020-10-27,21,≤ 10k,≤ 100,2020-10-08 05:15:00+00:00,2020-10-27 18:45:00+00:00,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",0,100.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR271344076572327936/creative/CR378962556712124416
1390,CR68847501121159168,Video,AR271344076572327936,INDEPENDENCE USA PAC,FEC ID C00532705,2020-10-07,2020-11-02,27,10k-100k,100-1k,2020-10-08 01:15:00+00:00,2020-11-03 05:00:00+00:00,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",100,1000.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR271344076572327936/creative/CR68847501121159168
1391,CR476915848607432704,Video,AR271344076572327936,INDEPENDENCE USA PAC,FEC ID C00532705,2020-10-07,2020-10-21,15,100k-1M,1k-50k,2020-10-08 05:15:00+00:00,2020-10-21 22:30:00+00:00,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",1000,50000.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR271344076572327936/creative/CR476915848607432704
1392,CR342933759693160448,Video,AR271344076572327936,INDEPENDENCE USA PAC,FEC ID C00532705,2020-10-07,2020-11-02,27,10k-100k,100-1k,2020-10-08 01:15:00+00:00,2020-11-03 05:00:00+00:00,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",100,1000.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR271344076572327936/creative/CR342933759693160448
1393,CR173450639341256704,Video,AR515904256050462720,EDF ACTION VOTES,FEC ID C00707844,2020-10-07,2020-11-02,27,1M-10M,1k-50k,2020-10-07 21:30:00+00:00,2020-11-03 05:00:00+00:00,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",1000,50000.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR515904256050462720/creative/CR173450639341256704
1394,CR304371687883800576,Video,AR515904256050462720,EDF ACTION VOTES,FEC ID C00707844,2020-10-07,2020-10-30,24,1M-10M,1k-50k,2020-10-07 21:30:00+00:00,2020-10-30 21:00:00+00:00,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",1000,50000.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR515904256050462720/creative/CR304371687883800576
1395,CR552210404877533184,Video,AR568293442493349888,PRIORITIES USA ACTION,EIN ID 37-1635320,2020-10-07,2020-11-03,28,1M-10M,50k-100k,2020-10-07 04:00:00+00:00,2020-11-04 05:00:00+00:00,Not targeted,Not targeted,50000,100000.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR568293442493349888/creative/CR552210404877533184
1396,CR233352032822493184,Video,AR108481940364984320,BIDEN FOR PRESIDENT,FEC ID C00703975,2020-10-06,2020-10-06,1,≤ 10k,≤ 100,2020-10-06 14:45:00+00:00,2020-10-06 17:15:00+00:00,Not targeted,Not targeted,0,100.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR108481940364984320/creative/CR233352032822493184
1397,CR38861620008452096,Video,AR108481940364984320,BIDEN FOR PRESIDENT,FEC ID C00703975,2020-10-06,2020-10-10,5,10k-100k,100-1k,2020-10-06 16:15:00+00:00,2020-10-10 13:45:00+00:00,Not targeted,Not targeted,100,1000.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR108481940364984320/creative/CR38861620008452096
1398,CR130340987439415296,Video,AR108481940364984320,BIDEN FOR PRESIDENT,FEC ID C00703975,2020-10-06,2020-10-10,5,10k-100k,100-1k,2020-10-06 16:15:00+00:00,2020-10-10 13:45:00+00:00,Not targeted,Not targeted,100,1000.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR108481940364984320/creative/CR130340987439415296
1399,CR143605495716904960,Video,AR108481940364984320,BIDEN FOR PRESIDENT,FEC ID C00703975,2020-10-06,2020-10-09,4,10k-100k,100-1k,2020-10-06 16:15:00+00:00,2020-10-09 21:30:00+00:00,Not targeted,Not targeted,100,1000.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR108481940364984320/creative/CR143605495716904960
1400,CR501858338603008,Video,AR108481940364984320,BIDEN FOR PRESIDENT,FEC ID C00703975,2020-10-06,2020-10-09,4,100k-1M,1k-50k,2020-10-07 01:45:00+00:00,2020-10-09 21:45:00+00:00,Not targeted,Not targeted,1000,50000.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR108481940364984320/creative/CR501858338603008
1401,CR341095376251518976,Video,AR108481940364984320,BIDEN FOR PRESIDENT,FEC ID C00703975,2020-10-06,2020-10-12,7,100k-1M,1k-50k,2020-10-06 16:15:00+00:00,2020-10-13 03:30:00+00:00,Not targeted,Not targeted,1000,50000.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR108481940364984320/creative/CR341095376251518976
1402,CR92236312467210240,Video,AR108481940364984320,BIDEN FOR PRESIDENT,FEC ID C00703975,2020-10-06,2020-10-12,7,100k-1M,1k-50k,2020-10-06 16:15:00+00:00,2020-10-13 03:30:00+00:00,Not targeted,Not targeted,1000,50000.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR108481940364984320/creative/CR92236312467210240
1403,CR165666097016602624,Video,AR271344076572327936,INDEPENDENCE USA PAC,FEC ID C00532705,2020-10-06,2020-10-21,16,10k-100k,100-1k,2020-10-06 14:30:00+00:00,2020-10-21 22:15:00+00:00,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",100,1000.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR271344076572327936/creative/CR165666097016602624
1404,CR372690942387290112,Video,AR271344076572327936,INDEPENDENCE USA PAC,FEC ID C00532705,2020-10-06,2020-10-06,1,≤ 10k,≤ 100,2020-10-06 13:00:00+00:00,2020-10-06 21:30:00+00:00,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",0,100.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR271344076572327936/creative/CR372690942387290112
1405,CR287887809560182784,Video,AR271344076572327936,INDEPENDENCE USA PAC,FEC ID C00532705,2020-10-06,2020-10-06,1,10k-100k,100-1k,2020-10-06 13:00:00+00:00,2020-10-06 22:45:00+00:00,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",100,1000.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR271344076572327936/creative/CR287887809560182784
1406,CR102334227256705024,Video,AR271344076572327936,INDEPENDENCE USA PAC,FEC ID C00532705,2020-10-06,2020-10-06,1,10k-100k,100-1k,2020-10-06 13:00:00+00:00,2020-10-06 22:30:00+00:00,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",100,1000.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR271344076572327936/creative/CR102334227256705024
1407,CR7899372570279936,Video,AR271344076572327936,INDEPENDENCE USA PAC,FEC ID C00532705,2020-10-06,2020-10-27,22,10k-100k,100-1k,2020-10-06 21:30:00+00:00,2020-10-27 20:45:00+00:00,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",100,1000.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR271344076572327936/creative/CR7899372570279936
1408,CR210772462034485248,Video,AR271344076572327936,INDEPENDENCE USA PAC,FEC ID C00532705,2020-10-06,2020-10-06,1,≤ 10k,≤ 100,2020-10-06 13:00:00+00:00,2020-10-06 23:00:00+00:00,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",0,100.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR271344076572327936/creative/CR210772462034485248
1409,CR282372659235258368,Video,AR271344076572327936,INDEPENDENCE USA PAC,FEC ID C00532705,2020-10-06,2020-10-15,10,10k-100k,100-1k,2020-10-06 14:30:00+00:00,2020-10-15 20:00:00+00:00,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",100,1000.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR271344076572327936/creative/CR282372659235258368
1410,CR340664367693430784,Video,AR271344076572327936,INDEPENDENCE USA PAC,FEC ID C00532705,2020-10-06,2020-11-02,28,10k-100k,1k-50k,2020-10-06 15:00:00+00:00,2020-11-03 05:00:00+00:00,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",1000,50000.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR271344076572327936/creative/CR340664367693430784
1411,CR345986003971866624,Video,AR271344076572327936,INDEPENDENCE USA PAC,FEC ID C00532705,2020-10-06,2020-10-06,1,≤ 10k,≤ 100,2020-10-06 13:00:00+00:00,2020-10-06 22:30:00+00:00,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",0,100.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR271344076572327936/creative/CR345986003971866624
1412,CR48326216100347904,Video,AR271344076572327936,INDEPENDENCE USA PAC,FEC ID C00532705,2020-10-06,2020-10-16,11,≤ 10k,≤ 100,2020-10-06 21:30:00+00:00,2020-10-17 01:45:00+00:00,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",0,100.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR271344076572327936/creative/CR48326216100347904
1413,CR335254770484772864,Video,AR271344076572327936,INDEPENDENCE USA PAC,FEC ID C00532705,2020-10-06,2020-10-27,22,≤ 10k,≤ 100,2020-10-06 21:45:00+00:00,2020-10-27 20:15:00+00:00,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",0,100.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR271344076572327936/creative/CR335254770484772864
1414,CR286629968258007040,Video,AR271344076572327936,INDEPENDENCE USA PAC,FEC ID C00532705,2020-10-06,2020-10-27,22,100k-1M,1k-50k,2020-10-06 18:30:00+00:00,2020-10-27 21:00:00+00:00,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",1000,50000.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR271344076572327936/creative/CR286629968258007040
1415,CR129531746881372160,Video,AR271344076572327936,INDEPENDENCE USA PAC,FEC ID C00532705,2020-10-06,2020-10-06,1,≤ 10k,≤ 100,2020-10-06 13:00:00+00:00,2020-10-06 22:00:00+00:00,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",0,100.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR271344076572327936/creative/CR129531746881372160
1416,CR538057491204800512,Video,AR271344076572327936,INDEPENDENCE USA PAC,FEC ID C00532705,2020-10-06,2020-11-02,28,10k-100k,1k-50k,2020-10-06 14:15:00+00:00,2020-11-03 05:00:00+00:00,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",1000,50000.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR271344076572327936/creative/CR538057491204800512
1417,CR257145464447565824,Video,AR271344076572327936,INDEPENDENCE USA PAC,FEC ID C00532705,2020-10-06,2020-10-16,11,≤ 10k,≤ 100,2020-10-06 21:30:00+00:00,2020-10-17 02:00:00+00:00,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",0,100.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR271344076572327936/creative/CR257145464447565824
1418,CR460651872609370112,Video,AR271344076572327936,INDEPENDENCE USA PAC,FEC ID C00532705,2020-10-06,2020-10-27,22,10k-100k,100-1k,2020-10-06 21:30:00+00:00,2020-10-27 20:15:00+00:00,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",100,1000.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR271344076572327936/creative/CR460651872609370112
1419,CR113593226325131264,Video,AR271344076572327936,INDEPENDENCE USA PAC,FEC ID C00532705,2020-10-06,2020-10-27,22,≤ 10k,100-1k,2020-10-06 18:30:00+00:00,2020-10-27 19:30:00+00:00,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",100,1000.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR271344076572327936/creative/CR113593226325131264
1420,CR484049480048443392,Video,AR271344076572327936,INDEPENDENCE USA PAC,FEC ID C00532705,2020-10-06,2020-10-16,11,≤ 10k,≤ 100,2020-10-06 21:45:00+00:00,2020-10-17 02:00:00+00:00,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",0,100.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR271344076572327936/creative/CR484049480048443392
1421,CR540168553530130432,Video,AR271344076572327936,INDEPENDENCE USA PAC,FEC ID C00532705,2020-10-06,2020-10-06,1,≤ 10k,≤ 100,2020-10-06 13:00:00+00:00,2020-10-06 22:00:00+00:00,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",0,100.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR271344076572327936/creative/CR540168553530130432
1422,CR306157294767308800,Video,AR271344076572327936,INDEPENDENCE USA PAC,FEC ID C00532705,2020-10-06,2020-10-27,22,≤ 10k,100-1k,2020-10-06 18:30:00+00:00,2020-10-27 15:45:00+00:00,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",100,1000.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR271344076572327936/creative/CR306157294767308800
1423,CR552131240040333312,Video,AR271344076572327936,INDEPENDENCE USA PAC,FEC ID C00532705,2020-10-06,2020-10-06,1,≤ 10k,≤ 100,2020-10-06 13:00:00+00:00,2020-10-06 22:45:00+00:00,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",0,100.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR271344076572327936/creative/CR552131240040333312
1424,CR556274199853793280,Video,AR271344076572327936,INDEPENDENCE USA PAC,FEC ID C00532705,2020-10-06,2020-10-06,1,≤ 10k,≤ 100,2020-10-06 13:00:00+00:00,2020-10-06 22:15:00+00:00,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",0,100.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR271344076572327936/creative/CR556274199853793280
1425,CR39143094985162752,Video,AR271344076572327936,INDEPENDENCE USA PAC,FEC ID C00532705,2020-10-06,2020-10-25,18,≤ 10k,≤ 100,2020-10-06 14:15:00+00:00,2020-10-26 03:15:00+00:00,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",0,100.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR271344076572327936/creative/CR39143094985162752
1426,CR262343955423690752,Video,AR271344076572327936,INDEPENDENCE USA PAC,FEC ID C00532705,2020-10-06,2020-10-16,11,≤ 10k,≤ 100,2020-10-06 21:30:00+00:00,2020-10-17 01:45:00+00:00,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",0,100.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR271344076572327936/creative/CR262343955423690752
1427,CR262950885842223104,Video,AR271344076572327936,INDEPENDENCE USA PAC,FEC ID C00532705,2020-10-06,2020-10-15,10,≤ 10k,100-1k,2020-10-06 14:30:00+00:00,2020-10-15 19:45:00+00:00,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",100,1000.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR271344076572327936/creative/CR262950885842223104
1428,CR333495551880331264,Video,AR271344076572327936,INDEPENDENCE USA PAC,FEC ID C00532705,2020-10-06,2020-10-15,10,10k-100k,100-1k,2020-10-06 14:45:00+00:00,2020-10-15 20:45:00+00:00,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",100,1000.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR271344076572327936/creative/CR333495551880331264
1429,CR233008985194627072,Video,AR271344076572327936,INDEPENDENCE USA PAC,FEC ID C00532705,2020-10-06,2020-10-27,22,10k-100k,100-1k,2020-10-06 18:30:00+00:00,2020-10-27 20:00:00+00:00,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",100,1000.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR271344076572327936/creative/CR233008985194627072
1430,CR287966974397382656,Video,AR271344076572327936,INDEPENDENCE USA PAC,FEC ID C00532705,2020-10-06,2020-10-27,22,10k-100k,100-1k,2020-10-06 18:30:00+00:00,2020-10-27 20:00:00+00:00,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",100,1000.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR271344076572327936/creative/CR287966974397382656
1431,CR314707097184894976,Video,AR108481940364984320,BIDEN FOR PRESIDENT,FEC ID C00703975,2020-10-06,2020-10-12,7,10k-100k,100-1k,2020-10-06 16:30:00+00:00,2020-10-13 04:00:00+00:00,Not targeted,Not targeted,100,1000.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR108481940364984320/creative/CR314707097184894976
1432,CR390001653454995456,Video,AR108481940364984320,BIDEN FOR PRESIDENT,FEC ID C00703975,2020-10-06,2020-10-10,5,100k-1M,1k-50k,2020-10-06 16:15:00+00:00,2020-10-10 13:45:00+00:00,Not targeted,Not targeted,1000,50000.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR108481940364984320/creative/CR390001653454995456
1433,CR11690488662851584,Video,AR108481940364984320,BIDEN FOR PRESIDENT,FEC ID C00703975,2020-10-06,2020-10-12,7,100k-1M,1k-50k,2020-10-06 16:15:00+00:00,2020-10-13 03:30:00+00:00,Not targeted,Not targeted,1000,50000.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR108481940364984320/creative/CR11690488662851584
1434,CR95226984094760960,Video,AR108481940364984320,BIDEN FOR PRESIDENT,FEC ID C00703975,2020-10-06,2020-10-12,7,≤ 10k,100-1k,2020-10-06 16:15:00+00:00,2020-10-13 03:15:00+00:00,Not targeted,Not targeted,100,1000.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR108481940364984320/creative/CR95226984094760960
1435,CR423066167125475328,Video,AR271344076572327936,INDEPENDENCE USA PAC,FEC ID C00532705,2020-10-06,2020-10-27,22,10k-100k,1k-50k,2020-10-06 18:30:00+00:00,2020-10-27 20:00:00+00:00,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",1000,50000.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR271344076572327936/creative/CR423066167125475328
1436,CR166123493853757440,Video,AR271344076572327936,INDEPENDENCE USA PAC,FEC ID C00532705,2020-10-06,2020-10-16,10,≤ 10k,≤ 100,2020-10-06 21:30:00+00:00,2020-10-17 01:45:00+00:00,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",0,100.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR271344076572327936/creative/CR166123493853757440
1437,CR523280054927491072,Video,AR271344076572327936,INDEPENDENCE USA PAC,FEC ID C00532705,2020-10-06,2020-10-27,22,≤ 10k,≤ 100,2020-10-06 18:30:00+00:00,2020-10-27 17:15:00+00:00,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",0,100.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR271344076572327936/creative/CR523280054927491072
1438,CR469623887492022272,Video,AR271344076572327936,INDEPENDENCE USA PAC,FEC ID C00532705,2020-10-06,2020-10-27,22,100k-1M,1k-50k,2020-10-06 21:30:00+00:00,2020-10-27 21:00:00+00:00,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",1000,50000.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR271344076572327936/creative/CR469623887492022272
1439,CR315164494022049792,Video,AR271344076572327936,INDEPENDENCE USA PAC,FEC ID C00532705,2020-10-06,2020-10-27,22,10k-100k,100-1k,2020-10-06 18:30:00+00:00,2020-10-27 20:00:00+00:00,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",100,1000.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR271344076572327936/creative/CR315164494022049792
1440,CR576338088037449728,Video,AR271344076572327936,INDEPENDENCE USA PAC,FEC ID C00532705,2020-10-06,2020-10-27,22,10k-100k,100-1k,2020-10-06 18:30:00+00:00,2020-10-27 21:00:00+00:00,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",100,1000.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR271344076572327936/creative/CR576338088037449728
1441,CR336943620345036800,Video,AR271344076572327936,INDEPENDENCE USA PAC,FEC ID C00532705,2020-10-06,2020-10-16,11,≤ 10k,≤ 100,2020-10-06 21:30:00+00:00,2020-10-17 02:00:00+00:00,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",0,100.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR271344076572327936/creative/CR336943620345036800
1442,CR306790613464907776,Video,AR271344076572327936,INDEPENDENCE USA PAC,FEC ID C00532705,2020-10-06,2020-10-27,22,100k-1M,1k-50k,2020-10-06 18:30:00+00:00,2020-10-27 20:15:00+00:00,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",1000,50000.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR271344076572327936/creative/CR306790613464907776
1443,CR80062519724474368,Video,AR271344076572327936,INDEPENDENCE USA PAC,FEC ID C00532705,2020-10-06,2020-10-06,1,≤ 10k,≤ 100,2020-10-06 13:00:00+00:00,2020-10-06 22:00:00+00:00,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",0,100.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR271344076572327936/creative/CR80062519724474368
1444,CR560927333062541312,Video,AR271344076572327936,INDEPENDENCE USA PAC,FEC ID C00532705,2020-10-06,2020-10-16,11,≤ 10k,100-1k,2020-10-06 21:30:00+00:00,2020-10-17 02:00:00+00:00,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",100,1000.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR271344076572327936/creative/CR560927333062541312
1445,CR507235981254983680,Video,AR271344076572327936,INDEPENDENCE USA PAC,FEC ID C00532705,2020-10-06,2020-10-27,22,100k-1M,1k-50k,2020-10-06 18:30:00+00:00,2020-10-27 20:15:00+00:00,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",1000,50000.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR271344076572327936/creative/CR507235981254983680
1446,CR521943048788115456,Video,AR271344076572327936,INDEPENDENCE USA PAC,FEC ID C00532705,2020-10-06,2020-10-27,22,10k-100k,1k-50k,2020-10-06 18:30:00+00:00,2020-10-27 20:15:00+00:00,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",1000,50000.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR271344076572327936/creative/CR521943048788115456
1447,CR10705326244364288,Video,AR271344076572327936,INDEPENDENCE USA PAC,FEC ID C00532705,2020-10-06,2020-11-02,26,≤ 10k,100-1k,2020-10-06 14:30:00+00:00,2020-11-03 03:15:00+00:00,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",100,1000.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR271344076572327936/creative/CR10705326244364288
1448,CR551840968970600448,Video,AR271344076572327936,INDEPENDENCE USA PAC,FEC ID C00532705,2020-10-06,2020-10-27,22,10k-100k,100-1k,2020-10-06 21:30:00+00:00,2020-10-27 20:15:00+00:00,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",100,1000.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR271344076572327936/creative/CR551840968970600448
1449,CR524581876694777856,Video,AR271344076572327936,INDEPENDENCE USA PAC,FEC ID C00532705,2020-10-06,2020-10-06,1,≤ 10k,≤ 100,2020-10-06 13:00:00+00:00,2020-10-06 22:00:00+00:00,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",0,100.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR271344076572327936/creative/CR524581876694777856
1450,CR131044674881191936,Video,AR271344076572327936,INDEPENDENCE USA PAC,FEC ID C00532705,2020-10-06,2020-10-27,22,10k-100k,100-1k,2020-10-06 18:30:00+00:00,2020-10-27 19:30:00+00:00,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",100,1000.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR271344076572327936/creative/CR131044674881191936
1451,CR107295223721230336,Video,AR271344076572327936,INDEPENDENCE USA PAC,FEC ID C00532705,2020-10-06,2020-10-27,22,100k-1M,1k-50k,2020-10-06 18:30:00+00:00,2020-10-27 21:00:00+00:00,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",1000,50000.0,https://transparencyreport.google.com/political-ads/library/advertiser/AR271344076572327936/creative/CR107295223721230336
